id,title,rating,review_text,location,hotel
104,Muy buena comida y muy muy acogedor.,5,"Tiene una comida en el restaurante espectacular. Las hamburguesas estàn de rechupete. El dueño es canela en rama. Tiene piscina y las habitaciones son grandes y espaciosas. Es un lugar perfecto para celebrar cualquier evento. Tanto es así que celebro mi boda allá. Me encantó el entorno, el servicio que me dieron y de.manera acogedora. Para todo tienen un Sí.",Huelva_Province_of_Huelva_Andalucia,Complejo_Turistico_Rural_Nazaret
105,Exquisito,5,"Una joya en pleno centro de Sevilla, a unos pasos de Sierpes y rodeado de calles, callecitas, plazas y gran parte del patrimonio histórico de la ciudad. Gracias Susana por tu cálida bienvenida, gracias Cristina por tu trato amable y por tu sonrisa. Ha sido una experiencia extraordinariamente placentera. El olor a fresco, embriagador. La pulcritud de sus espacios. La habitación estupenda con una decoración que te invita al disfrute total de tu estancia mágica en este hotel mágico! ",Seville_Province_of_Seville_Andalucia,H10_Casa_de_la_Plata
106,Magnificamente situado,4,"Habitaciones superiores amplias, con poca luz exterior por estar entre callejuelas. De las tres que reservé una tenía un cuarto de baño ridículo, incluso el lavabo estaba situado en la habitación en lugar de en el cuarto de baño, quizás puede ser entendible por la propia fisonomía del edificio, pero no me parece adecuado por el precio que pagué. Las otras habitaciones tenían los cuartos de baño de tamaño adecuado. Desayuno bien, sin excesos, fruta, yogures y bollería industrial, te hacen los huevos al momento y los revueltos están sabrosos, por eso me llamó la atención que la tortilla de patata fuera industrial, es mejor no ponerla a poner esa porquería, espacio amplio, muy agradable. Como es natural el acceso al hotel es complicado, si vas con un coche algo ancho tendrás…",Cordoba_Province_of_Cordoba_Andalucia,NH_Collection_Amistad_Cordoba
107,Un poco ruidoso,4,"El apartamento era un poco difícil de encontrar. Cuando encontramos las instrucciones para hacer funcionar las llaves, pero nuestras llaves no estaban en la caja de seguridad de la puerta, afortunadamente la señora estaba en la habitación, así que las conseguimos de ella. El ascensor es minúsculo! ! Dos personas de tamaño medio luchan para encajar en él al mismo tiempo.  En general, el apartamento era precioso; la ubicación era perfecta si no un poco ruidosa por la noche, pero debido a la ubicación es de esperar. Definitivamente los recomendaría a cualquiera que visite Málaga.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Malaga_Urban_Rooms
108,Cuidados todos los detalles. Sobresaliente estancia.,5,"Maravilloso y céntrico hotel en Sevilla con mucho encanto, cuidando todos los detalles. A pesar de estar muy céntrico la calle es tranquila por lo que se descansa muy bien.  Habitación muy amplia, baño impecable con exquisito gusto decorativo.  Me alojé en una habitación preferente que cuenta con una cama extra grande y comodisima, así como sus agradables sábanas y la iluminación diferente para todos los gustos, además cuenta con dos ventanas para luz natural y aire fresco.  En el baño están todos los amenities necesarios incluyendo acondicionador, crema hidratante, sales de baño e incluso cremita para los pies y otra para manos: todos de excelente calidad y olor, haciendo de cada ducha y aseo una agradable experiencia.   El desayuno está riquísimo con amplia variedad y calidad…",Seville_Province_of_Seville_Andalucia,Hotel_Gravina51
109,Estuvimos muy bien!! ,4,"Nuestra opinión, contrariada de mucha gente negativa; cuando vas a alojarte aquí, deberíais de saber que es una pensión (hostal) y que de por lógica, no tendrá las mismas prestaciones que un hotel de 4 estrellas... Nosotros fuimos a prisas, por cambiar de aires dos noches, prácticamente un día, y estuvimos en la habitación temática de Marruecos y el Islam, estuvimos bien, la cama grande de matrimonio... Para pasar varios días esta estupendo, la amabilidad y la cercanía de los dueños fue estupenda por lo menos hacia nosotros; que si tenemos que decir algo malo, no tenía esta habitación aire acondicionado, y la tele es de las antiguas de cajón, y que nos tocó una habitación que pegaba a un patio y no corría marea... Por lo demás; a 50m de la playa, dando la vuelta a una esquina, y…",Huelva_Province_of_Huelva_Andalucia,El_Alamo_Hostel
110,IDEAL PARA PASAR UNA NOCHE EN PAREJA. PAZ Y TRANQUILIDAD,4,"Pasamos una noche perfecta, la cena de diez y las vistas sobre Malaga un regalo. Sin duda fue un remanzo de tranquilidad con una musica tenue, para disfrutar en familia. Quizá la unica pega es que hay pocas habilitaciones de matrimonio y las  dobles, las camas, estan juntas,  no están unidas, como lo he visto en otros hoteles. Y cuando te acercas a la unión las camas se separan y casi me caigo. El desayuno muy bueno. Si quieres buenas vistas que no te den la habitación en la primera planta.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Parador_de_Malaga_Gibralfaro
111,Un buen hotel,4,"Este hotel cuenta con una ubicación excelente. La habitación amplia, bien decorada, con una cama muy cómoda y un gran baño perfectamente equipado. La limpieza esmerada y el trato de personal muy amable. Estupendo y variado desayuno. La única pega: Algo de ruido exterior. Por lo demás, casi perfecto. Si vuelvo a Córdoba será mi primera opción.",Cordoba_Province_of_Cordoba_Andalucia,AC_Hotel_Cordoba
112,Todo perfecto,5,"El hotel es hermoso y con muchisimas comodidades, es silencioso y queda muy bien situado. En recepcion los empleados nos ayudaron con todo lo que necesitamos siempre, inclusive con recomendaciones de lugares para visitar España mas alla de los atractivos turisticos de Sevilla.",Seville_Province_of_Seville_Andalucia,H10_Corregidor_Boutique_Hotel
113,Estancia agradable,4,"Hotel con buena ubicación en Córdoba,a 15 min andando de la judería. Es fácil aparcar por la zona. Habitaciones amplias y muy limpias. Ascensor un poco escacharrado. Desayuno muy bueno aunque con menor variedad que otros exe. Destacar sobre todo el trato recibido por Daniel recepcionista de por la tarde. Es maravilloso que te sonrian al llegar y que te informen de todo, habitación, ubicación de cafeteria,parking, mapa de la zona, lugares recomendados,etc..y él lo hizo de una forma excelente. Destaco esto ya que en los últimos exe que he ido en Sevilla y Burgos, todo esto brillaba por su ausencia. También destacar que no nos pusieron pegas para salir más tarde de las 12 ya que teniamos late check out y muchos hoteles aunque te den la opción siempre ponen pegas de alguna forma u…",Cordoba_Province_of_Cordoba_Andalucia,Exe_Ciudad_de_Cordoba
114,"Visita corta, hay que volver",5,"Estuvimos en apartamento de calle San Jerónimo, vistas incleibles de catedral, sierra y tejados de Granada.  Apartamento moderno con unas camas comodísimas, planta sexta sin ruidos de calle, buena ducha.",Granada_Province_of_Granada_Andalucia,Casa_Montalban_Apartamentos
115,Precioso,5,"Es uno de los sitios con más encanto en los que he tenido el gusto de alojarme. Toda la finca es preciosa, las habitaciones son amplias y cómodas, con una decoración muy curiosa, y el personal es sumamente atento y amable. Cuenta además con una pequeña piscina en la parte de arriba abierta las 24 horas, ideal para remojarse en épocas calurosas.  El desayuno es otro espectáculo en sí, una especie de menú-degustación que cambian a diario. A tener en cuenta que no eliges lo que tomas, pero creo que merece mucho la pena. Todo lo que recuerdo de mi estancia es positivo, así que no puedo hacer otra cosa que recomendarlo.",Cordoba_Province_of_Cordoba_Andalucia,Patio_del_Posadero_Adults_Only
116,Fin de semana cultural en Málaga,5,"Siempre trato de quedarme en hoteles pequeños, con personalidad, que dicen algo... y, de todos los que he conocido, este hotel es el que más me ha sorprendido.  La calidad de todo lo que hay en la habitación es inmejorable: la cama, el mobiliario en general, son obras de arte...  el hilo de las sabanas... TODO. No lo conocía, pero con ese nombre y al estar muy bien ubicado lo elegí. Iba expectante y ha superado ampliamente mis expectativas. MUCHAS GRACIAS Y ENHORABUENA.",Malaga_Costa_del_Sol_Province_of_Malaga_,Apartamentos_El_Museo_Living_Experience_Club
117,Muy recomendable,5,"Muy bien ubicado, habitaciones reformadas y baño también. Buena comunicación de autobuses para ir al centro aunque dando un paseo esta a unos 30 minutos. El parking muy pequeño pero habia aparcamientos wn la zona. Personal muy agradable",Seville_Province_of_Seville_Andalucia,Hotel_Virgen_de_los_Reyes
118,muy recomendable,5,"Hotel excelente,muy centrico e ideal para conocer almeria capital. El personal muy amable y servicial,100 por 100 recomendable las habitaciones muy limpias y tranquilas yaque no se oye ningun ruido y el desayuno esta muy bien.",Almeria_Province_of_Almeria_Andalucia,Hotel_Torreluz_Senior
119,Calidad-precio correcta,4,"Viajé sola y me sentí muy cómoda y segura. Está situado en pleno corazón de Sevilla, en una de las dos calles más comerciales de la ciudad. Bien comunicado en bus nº32 con la estación Santa Justa (Renfe y Autobús del Aeropuerto). El desayuno tipo buffet está muy bien y, además, hay microondas por si quisieras calentar otro tipo de comida. Mi habitación tenía dos camas, con toallas, un armario, televisión, espejos y lavabo. El aire acodicionado metía algo de ruido pero enfriaba bien. Cabe destacar que no hay ascensor y que las duchas son estrechas incluso para los que no medimos/ocupamos mucho, lo demás todo correcto. Es un buen sitio para quedarse un par de días o si no dispones de un gran presupuesto. Desde ahí se puede visitar todo Sevilla andando.",Seville_Province_of_Seville_Andalucia,Pension_Nuevo_Suizo
120,La mejor opción en Almeria,5,"Buenísima ubicación , a un paseo del centro de la ciudad y muy bien situado para ir a las playas.Además en la zona se puede aparcar en la calle con relativa facilidad siendo la zona segura. Buenas instalaciones , limpieza de 10 y sensación Total de seguridad en lo relativo a las normas Covid-19. Hemos estado 13 noches y nos hemos sentido como en casa. Hubo un atasco en el baño de la habitación que duró la avería 3 dias( era fin de semana) , la arreglaron tan pronto pudieron y con todas las facilidades para solucionar el problema, aunque fuéalgo incómodo por el olor .la habitación muy bien ,con la única pega de que la insonorización es Justina y siendo la parte baja y hacia la carretera hay algo de ruido) Pero lo mejor de todo el personal,amable,educado y muy eficiente,…",Almeria_Province_of_Almeria_Andalucia,NH_Ciudad_de_Almeria
121,Muy bien situado si necesitas un hotel centrico,4,"Situado justo en el centro de Almería, se hizo muy como para lo que veníamos buscando nosotros: turismo urbano.  La atención del personal fue muy buena y la habitación limpia y confortable. El parking no sale muy caro comparado con que el hotel esta en le centro y casi todo el casco histórico de Almeria es zona azul.",Almeria_Province_of_Almeria_Andalucia,Hotel_Torreluz_Senior
122,Para volver,5,"Fuimos a Málaga para tres días y me sorprendió este hotel. El personal muy amable, muy limpio y la ubicación es excelente. Tienes la calle Larios a dos pasos. Bares y restaurantes. No se escucha ruido.  Lo recomiendo.             ",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Trebol
123,Descanso en el corazón de Sevilla,5,"Magnífico hotel hecho para el descanso y la desconexión en el corazón de la Ciudad de Sevilla. A destacar la amabilidad del personal sobre todo Melisa, la cama, las vistas desde la habitación y por supuesto el desayuno. Tiene de todo.",Seville_Province_of_Seville_Andalucia,Hotel_Casa_de_Indias_by_Intur
124,Otro año más...,4,"Como cada mes de Febrero vamos a Granada a pasar un fin de semana y como cada año hemos vuelto a elegir este hotel, por su ubicación (muy cerca del centro), por el trato del personal, y por sus desayunos que son de 10.El año que viene volvemos.",Granada_Province_of_Granada_Andalucia,Senator_Granada_Spa_Hotel
125,Fantástico,4,Fantástico hotel calidad precio estupendo. Todo muy limpio y un buen servicio. El personal super atento  Un buffet correcto. El hotel se encuentra bien ubicado Con transporte cercano para ir al centro El personal muy dispuesto a ayudar con la ubicación de monumentos de la ciudad y lugares típicos,Seville_Province_of_Seville_Andalucia,Bellavista_Sevilla
126,Sitio precioso,5,Sin duda un lugar para descansar y bonito a las faldas de sierra morena. Cerca del barrio para poder comprar y tomar algo en cualquier sitio de Villarrubia. Además en verano tienen cine de verano dentro de las cuevas.,Cordoba_Province_of_Cordoba_Andalucia,Alojamientos_Rurales_Cuevas_del_Pino
127,Escapada,5,"Hotel estupendo, buena ubicación en el centro, habitaciones amplias y muy buen decoradas , baño extra grande para mi gusto le falta un poco de iluminación y estante para dejar el neceser, habitación muy bien aislada. Parada de bus en la esquina y a 5 minutos del ambiente. Personal encantador y todo muy correcto, lo recomiendo !!!",Granada_Province_of_Granada_Andalucia,Marquis_Hotels_Issabel_s
128,"Cómodo, barato y muy bien ubicado",4,"Una habitación relativamente grande para ser un hostal, cama muy cómoda, cuarto de baño amplio y dotado de secador, gel y jabón. La ducha presentaba algunos problemas con la salida de agua. Agua caliente que llega rápido cuando la demandas. La ubicación es muy buena, cerca de los jardines de Murillo y en las bonitas callejuelas del Barrio de Santa Cruz. Muy buena relacvión calidad precio. El personal es muy amable. Hacen un tour turistico muy completo y gratuito. Por poner una pega, las flores del patio son de plástico.",Seville_Province_of_Seville_Andalucia,Plaza_Santa_Cruz_Hostel
129,Buen sitio,4,"Está muy bien situado y la relación calidad precio es bastante buena si comparamos precios por La zona.  La playa está cruzando la calle y lo mejor q tiene es su piscina climatizada.  En el apartamento hay frigorífico grande, lavadora y microondas. También tiene una cafetera y los utensilios más usuales de una cocina.  Al baño le falta un secador  Frente al aparthotel hay un parque de ocio para los niños y tiendas y bares diversos",Almeria_Province_of_Almeria_Andalucia,Apartamentos_La_Mineria
130,Excelentes vistas ,5,"Excelentes vistas en la terraza, habitación impecable y limpieza en el aseo.  Lo cogimos al ver oferta del hotel para el domingo y la verdad que nos encantó, maxime viendo otros precios.  La piscina en la azotea... espectacular ",Seville_Province_of_Seville_Andalucia,Hotel_Dona_Maria
131,Estancia muy buena,4,"Nos alojamos durente 3 días,  todo correcto, cama cómoda, aunque fuera apto. la limpieza era diaria,el personal muy amable, los desayunos muy buenos y bien de precio , los apartamentos están enfrente del hostal , para recepción y desayunos tienes que ir al hotel pero no supone ningún inconveniente porque está enfrente del apartamento. Lo que  no me gustó fue el baño que olía mucho a tubería. ",Cordoba_Province_of_Cordoba_Andalucia,Apartamentos_La_Fuente
132,Hostal 5 estrellas,5,"Andy y su equipo de la casa de Daniel y Andrea, nos hicieron sentir muy bienvenidos en este precioso y estar justo en el centro de Tavira. Nada era demasiado problema y siempre listo para una charla amistosa. Está a un corto paseo de todos los lugares de interés de la ciudad y su gran selección de restaurantes. Nuestros favoritos eran Aquasul Zeca, la Bica y A. Barquinha. Si llega en autobús o desea utilizar los autobuses locales para explorar las otras ciudades a lo largo de la costa oriental del Algarve, en la estación de autobuses es un muy práctico par de minutos. Como han dicho en otras críticas, el hostal puede proporcionar un excelente, desayuno abundante y las habitaciones estaban siempre limpias y bien mantenidas. También fue agradable poder hacer usted mismo una taza…",Tavira_Faro_District_Algarve,Calcada_Guesthouse
133,Un hotel con encanto y el trato excepcional.,5,"Hotel San Miguel ha superado todas nuestras expectativas!!! Aunque hemos reservado solamente una noche, nos han asignado una habitación muy amplia y bonita con la decoración muy agradable. Todo era muy limpio, tanto la ropa de cama y toallas, como la misma habitación. Colchón super cómodo, alto y ancho. Además había un pequeño frigorífico y un hervidor de agua en la habitación! Personal de hotel es muy amable y simpático. La situación es inmejorable: todos los puntos de interés están a un paso y ademas bastante cerca de la estación. La calidad supera el precio, que hemos pagado. Volveremos sin duda!",Cordoba_Province_of_Cordoba_Andalucia,San_Miguel
134,Vale la pena comer o cenar en su terraza con vistas.,4,La comida está en la línea de los Paradores. Las vistas son espectaculares y el servicio atento y rápido. Detalle de aperitivo de la casa. Las berenjenas y l ensaladilla nos gustaron mucho. La cena con vistas nocturnas de Málaga son impagables.,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Parador_de_Malaga_Gibralfaro
135,"Perfecta ubicación, acogida cálida e impecable",5,"Nos vamos de Casa 1800 con un excelente sabor de boca, admirados por la atención al detalle, la amabilidad de todo el personal y la calidez y profesionalidad con la que hemos sido acogidos. El hotel está situado en una zona inmejorable de Sevilla, perfecta para visitar todo el centro histórico a pie y rodeada de bares y restaurantes. El edificio es una antigua casa sevillana preciosa e impecablemente restaurada. Cuenta con una maravillosa piscina en la azotea con impresionantes vistas a la Giralda. Además de la opción de incluir el desayuno, que consiste en un bufé libre que se toma en el patio, el hotel ofrece una merienda de cortesía. Las habitaciones son cómodas, con baños amplios y camas muy cómodas. Pero lo más destacable es el cariño y la atención con la que nos hemos…",Seville_Province_of_Seville_Andalucia,Hotel_Casa_1800_Sevilla
136,¡Relajante!,4,"Recientemente nos alojamos aquí por 4 noches en la habitación 2 (baño privado con secador de pelo y balcón).  ¡No esperes un hotel cuando llegues, esto es más como un be & be / hostel y perfectamente bien por lo que pagamos! La cama era bastante chirriante pero cómoda. Hay un pequeño escritorio y una silla. Clavijas de ropa detrás de la puerta. Armario con algunas perchas adentro. Un ventilador de techo, pero podríamos haber terminado con otro ventilador en la habitación, ya que estaba a 30 grados. Las toallas eran tan suaves y suaves!  Es un alojamiento básico pero acogedor, acogedor y seguro. Un gran lugar para relajarse, a un tiro de piedra de la ciudad.  Nos costó 25 euros desde el aeropuerto hasta estar y estar en un taxi. No pudimos averiguar qué autobús o tren necesitábamos para llegar. Sin embargo, conseguimos el autobús desde el centro de la ciudad en nuestro camino de regreso, que era de solo 3 euros cada uno, que puedes coger cerca del Puerto.  El castillo azul está en una zona residencial tranquila. Alrededor de 10 a 15 minutos a pie (en una colina empinada) desde el centro del centro de la ciudad. Si usted es móvil / relativamente en forma, debería estar bien. Excelente ubicación para el centro de la ciudad sin estar en el medio de todo.  Hay muchos supermercados / pequeñas tiendas de comestibles cerca y una práctica tienda de kebabs (de Rey) a unos 5/10 minutos a pie, donde compramos comida, la llevamos de vuelta y comimos en el jardín.  Los jardines son preciosos y muy relajantes. Un montón de asientos al aire libre, sombra o sol. Las hamacas eran increíbles: una tarde terminamos quedándonos dormidos en ellas durante algunas horas. Una piscina pequeña (no climatizada) pero perfecta para sumergirse después de un largo día.  Hay un espacio de estar compartido con sofá, televisión y mesas para comer. Hay algunas barajas de cartas disponibles en el área compartida.  También una cocina compartida con horno, microondas, sartenes, utensilios y nevera. Cada habitación tiene un estante designado en la nevera, pero esto no se tiene en cuenta y es un poco gratuito para todos. (Etiquete su comida, etiquetas proporcionadas). Hay una máquina de café y una pequeña nevera etiquetada como ""desayuno"" con rebanadas de carne, queso, mermelada y leche. También cereales y pan para ayudarse. La leche se usa bastante rápido, por lo que es posible que desee comprar la suya y mantenerla en la nevera principal (etiquetada ...). Si planea usar el refrigerador compartido del desayuno, baje las escaleras antes de que todos se lo coman todo. Un par de días, no nos quedó nada. Además, ¡asegúrate de hacer tus propios platos! Algunas personas dejaron platos / vasos sucios en el fregadero.  Notas Tomar tapones para los oídos. Otros invitados pueden ser muy ruidosos! ! Todas las puertas son pesadas y se cierran de golpe, incluso girar la llave en la cerradura parecía ruidoso. También había muchos perros ladrando en la zona, especialmente de noche. Muchos gatos frecuentan el jardín y la propiedad, y son muy amables (¡siempre pidiendo comida / problema!  Hay wi-fi gratis disponible, sin embargo, no llegó a nuestra habitación, por lo que solo pudimos acceder a ella en la planta baja. No estoy seguro de por qué esto era. Un poco frustrante, pero no es un gran problema en realidad!  Hay una caja de llaves fuera de la propiedad con un código pin requerido. No sabíamos el pin, pero llamamos a la señora que hablaba un excelente inglés y nos dio el código y nos dijo qué habitación era nuestra. Todas las tardes / noches, los propietarios se detienen para limpiar la piscina, ordenar y reabastecer la nevera del desayuno. Fueron muy amables y serviciales. Si hay algo que necesites, solo pregúntales  Definitivamente recomendaría este alojamiento si tienes un presupuesto ajustado, prefieres las comodidades del hogar, no te importa compartir tu espacio con otros huéspedes y no te importa caminar un poco. Tuvimos una estancia encantadora!…",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Blue_Castle_Malaga
137,Mi hotel favorito,5,"Llevo años,nos encanta el hotel, fantástico,l@s recepcionistas,muy profesionales,y muy educados,la limpieza,el desayuno buenísimo,sin duda volveremos,y el cruzar el puente Romano,es un paseo, precioso",Cordoba_Province_of_Cordoba_Andalucia,Hesperia_Cordoba
138,Hermosa experiencia en Sevilla,5,"He tenido una hermosa experiencia en Sevilla y esto fue en parte por la muy buena experiencia que tuve en el Hotel Murillo.  Ubicado en el antiguo barrio de Santa Cruz, por lo tanto al hotel sólo se llega a pie. El taxi me dejó en una plaza a menos de 100 metros del hotel lo cual no fue ningun problema. Desde el hotel se puede llegar caminando a todos los lugares de interes turístico.  El personal del hotel siempre amable y dispuesto a ayudarme y asesorarme desde lugares de paseo hasta restaurantes pasando por realizar el check in del vuelo. Para destacar la limpieza del lugar como así tambien toda la arquitectura y decoración con un aire muy histórico. La habitación estaba muy bien y correcta para la gama y el desayuno era super completo y variado. En resumen: excelente…",Seville_Province_of_Seville_Andalucia,Hotel_Murillo
139,Una sola noche,5,"Es la segunda vez que nos alojamos  en este hotel en Sevilla y he de decir que estamos encantados esta vez la reserva la hizo mi mujer de un día para otro y he de decir que el trato excelente, la habitación grandísima con una sala de estar enorme y un baño grande y una habitación de dos camas individuales, es la única pega pero también comprendemos que de un día para otro y las fechas que eran inicio de Semana Santa entendemos que nos den las que tengan disponibles así que sin problema, colchones y almohadas cómodas, tele tanto en el salón como en el dormitorio. Las vistas daban a la calle, lo mejor aparcamientos en la calle y alrededores y sobre todo parking interior y a buen precio, cerca del palacio de congresos con parada de bus cerca para ir al centro, cerca del hotel…",Seville_Province_of_Seville_Andalucia,Hotel_San_Pablo_Sevilla
140,El mejor sitio para estar en Granada,5,"Estuvimos alojados en el Hotel Casa Morisca, en el barrio del Albaicín y la verdad es que nos encantó, el personal muy amable, estuvimos en la habitación Premium y fue una elección maravillosa, es una habitación única en el hotel, grande, espaciosa y preciosa, muy muy limpio, la comida casera, en general muy bien todo le doy 5 estrellas, volveremos",Granada_Province_of_Granada_Andalucia,Hotel_Casa_Morisca
141,"Bien ubicada, comoda",4,"Nunca me había alojado en una hospedería, y realmente me sorprendió positivamente, tiene lo básico, pero es cómoda y muy limpia, tiene recepción solo 12 horas, el garaje es muy pequeño, una camioneta no cabe pero hay un parqueadero relativamente cerca que funciona 24 hras, la ubicación es a unas 4 cuadras del casco histórico de la Ciudad, se puede caminar fácilmente y a cualquier hora del día.",Cordoba_Province_of_Cordoba_Andalucia,Hospederia_Los_Angeles
142,Visita a Sevilla para celebrar el cumpleaños de mi marido,5,La habitación fue muy cómoda con una excelente ducha. La ubicación del hotel es ideal muy cerca de la catedral y muchos restaurantes y tiendas. El personal era muy servicial. Disfrutamos mucho de nuestra estancia.,Seville_Province_of_Seville_Andalucia,Hom_Sevilla
143,Buena ubicación ,4,"El hotel está situado excepcionalmente bien, y es un cortijo bastante grande, ya que se parece a un pueblito pequeño. El precio es razonable, y el desayuno no está mal. Los jardines de alrededor son agradables, aunque el oír o no la carretera dependerá de la habitación que te den. Cosas a mejorar: no existe ningún tipo de cartel que te indique la ubicación de la piscina, el desayuno, o instalaciones en general, algo con que sin duda contaría cualquier hotel de Alemania o Suiza. Por otro lado, llegamos por la tarde y ya no había nadie en recepción, tuvimos que llamar a un teléfono móvil y nos atendió una limpiadora que prácticamente nos puso en la cara el datáfono para pagar (debe irse mucha gente sin pagar, no estoy acostumbrado a hacerlo por adelantado en hoteles) y nos indicó…",Huelva_Province_of_Huelva_Andalucia,Hotel_El_Cortijo_de_Los_Mimbrales
144,Buena calidad y buen precio,4,"Muy bien el restaurante, mucha variedad y de calidad para los 10€ que cuesta. Personal muy correcto y profesional. El hotel con habitantes amplias y limpias, todo nuevo y muy económico. Sin ruido y una atención de recepción excelente. Repito cada vez que puedo y lo recomiendo.",Jaen_Province_of_Jaen_Andalucia,Hotel_Juleca
145,Hotel muy completo,5,"Estuve allí en febrero para una reunión de trabajo y no tuvimos que salir del hotel: habitación, desayuno, sala para la reunión y comida, todo dentro del hotel. La habitación amplía y cómoda, y el desayuno completo. La comida también muy bien. No puedo hablar de precio porque fuimos a gastos pagados. Encontré aparcamiento cerca del hotel y no tuve problemas con el coche.",Almeria_Province_of_Almeria_Andalucia,Sercotel_Gran_Fama
146,"Un oasis excelente, relajado y personal en Málaga.",5,"Una pequeña clase alta esconderse donde el toque personal de la familia Villa sigue presente. Tome un baño en la piscina, recogida de una bebida en el bar o en bicicleta hasta la playa para nadar o unas tapas en pocos minutos.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Villa_Lorena_Malaga
147,"Excelente Hotel, ubicación y el mejor buffet de desayuno!",5,"Un trato inigualable, atención al cliente 10! instalaciones impecables y cómo ya he dicho...el mejor buffet de desayuno visto en muchísimos hoteles,,, INCREIBLE! Cada vez que visito Sevilla, intento hospedarme aquí si está disponible y nunca me ha fallado...siempre el mejor servicio.",Seville_Province_of_Seville_Andalucia,Melia_Sevilla
148,"Excelente ubicación, personal y servicios",5,"Hotel situado en el centro del casco antiguo,a proximidad de los museos, catedral, mercado de las Atarazanas, ruta de las cofradías, tiendas, restaurantes, bares, a un paseo de la estación del AVE, del puerto , de la Malagueta( playa y plaza de toros)...  Piscina  y un solarium con vistas preciosas. El personal atentísimo, sin excepción:(recepción , gobernanta, camareras de piso, desayunador, técnico...) Exquisita aplicación del protocolo Covid-19. Todo limpísimo.Muy buena relación calidad /precio. El hotel dispone también de un servicio de alquiler de bicicletas.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Exe_Malaga_Museos
149,Agradable pero estricto,4,"En general nuestra estancia fue muy grata ya que nos encontramos con aquello que se ofrecía en la oferta pero todo de gran calidad para las dos estrellas que tiene el hotel: habitación amplia y cómoda,baño también muy espacioso, todo nuevo y limpísimo. Desayuno estupendo y muy completo. Los regentes son una pareja de personas mayores muy atentos, no obstante, recalcan que su hotel es un hotel familiar y que tienen sus propias normas que deberás cumplir si decides  alojarte allí ya que son poco flexibles con las mismas. En concreto nos referimos al HORARIO DE APERTURA Y CIERRE  (cosa distinta al check in) y es que este hotel cierra a las 2 am, por lo que si vas a salir de noche tendrás que volver antes de esa hora o no podrás volver a entrar hasta las 8 de la mañana cuando abren…",Cordoba_Province_of_Cordoba_Andalucia,La_Posada_del_Molino
150,Relax en el centro de Córdoba,5,"Nos hospedamos una amiga y yo cuatro noches el pasado mes de Diciembre. La experiencia ha sido estupenda. Al lado de la Mezquita, habitación amplía( hierbabuena ),spa en la planta baja (disponible gratuitamente para los huéspedes) , masajes a  20€. Media hora. El personal muy pero que muy amable. Recuerdo el nombre de Juani, que nos explico sitios a los que acudir y rápidamente me solucionó un cambio de cama. En fin, experiencia para repetir. La próxima vez con mi marido. Único detalle a tener en cuenta, las personas con poca movilidad no tienen fácil el traslado.  Los taxis no te llevan hasta la puerta de la hospedería, las calles son muy estrechas y empedradas.",Cordoba_Province_of_Cordoba_Andalucia,Banos_Arabes_de_Cordoba
151,Excelente,5,Hostel excelente. Limpio. Facilitan todo lo que necesites. El personal es miy amable (gracias Marta en especial).La cocina impecable con todo lonque necesites para cocinar y el desayuno muy abundante.,Seville_Province_of_Seville_Andalucia,The_Boutike_Hostel
152,"Limpio, moderno y bien ubicado.",4,"Pasé el fin de semana con la familia y quedamos muy satisfechos. El personal fue muy servicial en el proceso de bienvenida y nos mostró el apartamento. Estaba limpio, cómodo y la comida de bienvenida fue una gran sorpresa. El wifi funciona muy bien y su ubicación es buena (15 minutos a pie desde la entrada de la Alhambra) con muchos lugares para comer. Lo que no es tan bueno es que el estacionamiento se encuentra a 3 o 4 minutos a pie, pero, debido a las restricciones de tránsito en el área, ir del estacionamiento al apartamento en automóvil puede demorar entre 15 y 20 minutos.",Granada_Province_of_Granada_Andalucia,Nest_Flats_Granada
153,Natural y genial,5,"Ha sido una experiencia muy bonita. La decoración de las casas, la comida ecológica y el trato de Lola, inmejorables. A 30 km de las excelentes playas de Pulpí. Ideal para llevar mascotas. Los amantes del silencio y la naturaleza tienen en este pareja su sueño.",Almeria_Province_of_Almeria_Andalucia,Casa_Rural_Aloe_Vera
