id,title,rating,review_text,location,hotel,label
1674,Extraordinaria relacion Calidad-Precio sino te importa estar a 10 minutos en coche de Jaén,4,"El hotel está situado a 10 minutos en coche de Jaén, a mi no me pareció demasiado lejos, y sobre todo teniendo en cuenta la extraordinaria relación Calidad-Precio Las habitaciones son amplias, la limpieza exquisita y el trato muy agradable.",Jaen_Province_of_Jaen_Andalucia,Hotel_Juleca,1
1675,Copas,4,"Excelente lugar para tomar una copa con unas vistas maravillosas, el coctel regular, insípido, pagar 6 euros por un vaso lleno de hielo picado me resulta excesivo, pero solo por el ambiente, el servicio y las vistas vale la pena.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Alcazaba_Premium_Hotel,1
1676,Lugar totalmente increíble y relajante de tranquilidad.,5,"Hermosa ubicación en las montañas rodeado de almendros y olivos.  Hotel pequeño se/grandes y espaciosas habitaciones con decoración tradicional.  Agua y una nevera también en la habitación.  Las habitaciones están limpias y son espaciosas, con camas cómodas para dormir bien.  Puede pasar un gran día en la piscina y relajarse en las montañas holgazanear.  Los propietarios eran muy Jodi y Nick anfitriones acogedores y fantástico. Además, el personal siempre dispuesto a complacer y ayudar.  Unas vacaciones bien gastado.",anta_Cruz_del_Comercio_Alhama_de_Granada_Province_of_Granada_Andalucia,El_Amparo,1
1677,"Comida cordobesa de diez, en ambiente de 11",5,"Muy buena comida solo superada por el buen trato y recomendaciones recibidas por el camarero que nos atendió. Sitio tranquilo y ambiente relajado, con música de fondo que permite mantener una conversación agradable. Sin duda un sitio al que volver",Cordoba_Province_of_Cordoba_Andalucia,Hostal_La_Fuente,1
1678,Increíble ,5,"Nos ha encantado a todos la casa, es muy bonita y cómoda pero lo que más nos ha alucinado han sido los anfitriones, son especiales, la comida espectacular, el trato exquisito. Un beso muy fuerte a Lucas y Laura. Espero volver a veros. Totalmente recomendado ",Almeria_Province_of_Almeria_Andalucia,La_Gallineta_de_Gata,1
1679,Centro de Granada ,5,"Buen hotel en el centro de Granada, las habitaciones confortables, un poco pequeña, desayuno a la altura y buen servicio. El hotel bastante nuevo.  Tiene un buena terraza donde tomar algo...Recomendable.",Granada_Province_of_Granada_Andalucia,Eurostars_Puerta_Real,1
1680,MAGICO,5,"Un punto de vista increible sobre la Ciudad. Al centro de todo. Desayuno incluido. Al llegar, la personna toma el tiempo de presentar todo lo que hacer en Cordoba, y algunos tips para aprovecharse de..Perfecto para algunos dias",Cordoba_Province_of_Cordoba_Andalucia,Cordoba_Bed_and_Be,1
1681,"Céntrico, limpio, buen de precio y muy recomendable",5,"El hotel está muy cerca de la Catedral de Málaga y enfrente del Museo Picasso. Cuenta con pocas habitaciones por lo que hay que reservar con mucho tiempo. Muy limpio, y cómodo. Toda la decoración está inspirada en la vida y obra de Picasso, Nos alojamos en una habitación para cuatro personas ""Blanco y negro"" y además era dúplex. Maravillosa estancia. muy recomendable.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Picasso_Suites_Malaga,1
1682,"La mejor opción, no hay nada cerca mejor.",4,"Este hotel es la mejor opción para alojarse en Jaen, no es ninguna maravilla pero no hay nada mejor cerca. La habitación es amplia, moderna y muy bien insonorizada (no se escucha absolutamente nada ni de las habitaciones cercanas ni de la autovía que pasa por delante. El aire acondicionado de la habitación va bien,calienta bastante y se puede encender, apagar y regular al gusto, pero como en la mayoría de los hoteles es bastante ruidoso. La cama es cómoda y grande, pero las almohadas son todas de espuma y muy malas nuestra habitacion era oncretamente nosotros teníamos la de matrimonio con cama extragrande: 90€ AD. Cuando se refieren a ""parking gratuito"" quieren decir que hay una calle delante del hotel donde no hay que pagar, no penséis que es un parking del hotel ni que esté…",Jaen_Province_of_Jaen_Andalucia,Hotel_Ho_Ciudad_de_Jaen,1
1683,Hotel encantador con una situación provilegiada,5,"esta situado en el corazón del barrio de Santa Cruz, casco antiguo de Sevilla, cuando entras, te transporta a otra época, cada rincón tiene su toque de elegancia y encanto, estas muy bien atendido, el personal es muy correcto y profesional, el desayuno, muy bién, no tiene mucha cantidad pero si mucha calidad",Seville_Province_of_Seville_Andalucia,Boutique_Hotel_Casa_del_Poeta,1
1684,Super buna ubicación y relación precio/calidad,5,"Hostal muy Recomendable! Esta muy bien ubicado, en pleno centro de Granada! Y las habitaciones son limpias y acogedoras, tienen todo lo necesario y en caso de necesitar algo más, en recepción te lo facilitan. Para Repetir!",Granada_Province_of_Granada_Andalucia,AWA_Recogidas,1
1685,Inmejorable ubicación,4,"Apartamento coqueto, acogedor y confortable. En pleno centro y cerca de todo, restaurantes, monumentos, plazas, buenas conexiones de bus. Antonia, encantadora y atenta. Muy recomendable para visitar el centro de la ciudad y la Alhambra.",Granada_Province_of_Granada_Andalucia,Apartamentos_Oscar,1
1686,Pensión genial,5,"Pasé aquí tres noches con mi pareja durante mi estancia en Granada. La verdad es que solo tengo alabanzas para el sitio.  Si, es una pensión, consiste en una habitación chiquitita aunque con una cama grande y cómoda, un lavabo y unas perchas para colgar la ropa. No hay calefacción, pero nosotros fuimos en pleno invierno en Enero y no pasamos frío en ningún momento. El baño con ducha es compartido aunque debo admitir que muy grande, muy limpio y dado que no hay muchos huéspedes no suele haber conflicto en su uso (hay un segundo baño más pequeñito con ducha también si el principal esta ocupado). No se puede comparar con un hotel 4 estrellas si es lo que estas buscando. Ni en precio ni en características claro está, pero ya me gustaría que en los hoteles te dieran el buen trato que…",Granada_Province_of_Granada_Andalucia,Pension_Castil,1
1687,Inmejorable,5,"Un alojamiento inmejorable, un lugar con mucho encanto, decorado al detalle , con un jardín y piscina fantásticos. Las habitaciones equipadas con todo y de lo mejor. En el corazón del Albaicín. Pero lo mejor, sin lugar a dudas , es el valor añadido que le dan Isabelle y Marie Carmen, con un gran trato personal y profesional .  Volveremos seguro",Granada_Province_of_Granada_Andalucia,Carmen_de_Ramilla,1
1688,Lugar perfecto en el centro de Sevilla,5,"Hotel con un encanto especial en el mismo centro de Sevilla. El personal encantador, las habitaciones cómodas, limpias y amplias. Los desayunos muy ricos. Café e infusiones para cuando te apetezca. No se puede pedir más.",Seville_Province_of_Seville_Andalucia,La_Bella_Sevilla,1
1689,Perfecto,5,"La casa donde está situada el hotel típica cordobesa es preciosa. La habitación limpia, amplia y con un lavabo también muy limpio y grande. El trato perfecto, amables y serviciales. La situación del hotel increíble para visitar Córdoba a pie. Para terminar, el desayuno: todo casero, abundante y muy bueno. Una gran elección!!  Dada la situación actual, se cumplen todas las medidas COVID. ",Cordoba_Province_of_Cordoba_Andalucia,Casa_de_los_Azulejos,1
1690,"Una experiencia visual, gastronómica y personal única ",5,"Casi por casualidad dimos con este enclave, un palacio en pleno corazón de Granada. Los patios, la calidez de la luz que baña los interiores, no serían nada sin el trato tan exquisito dispensado por las personas que lo gestionan. El chef Ángel y el equipo de Restauración nos sorprendieron con platos exquisitos que sinceramente recomendamos. Estamos muy agradecidos por todo y este Palacio es una experiencia gastronómica, visual y personal que recomendamos encarecidamente. No lo dejen pasar. ",Granada_Province_of_Granada_Andalucia,Palacio_Mariana_Pineda,1
1691,Hotel céntrico y cómodo,4,"El hotel está en el centro, a poca distancia de la catedral y otros monumentos. La habitación es correcta, la ducha espectacular. La cama se movía un poco pero se descansa bien. Un poco de ruido al entrar y salir de sus habitaciones otros clientes. El desayuno tipico de jaén espectacular, muy recomendable. El coche lo dejé en los aparcamientos gratuitos del recinto ferial que está a 1 km.",Jaen_Province_of_Jaen_Andalucia,Hotel_Europa_Jaen,1
1692,Vacaciones,5,"Hotel muy bien situado, personal muy agradable, habitaciones amplias y limpieza muy bien. Recomendado..la piscina un poco pequeña para lo grande que es, y pocas hamacas, casi imposible cogerlas. Cerca de la catedral y de la Plaza España.",Seville_Province_of_Seville_Andalucia,Hotel_Sevilla_Center,1
1693,Inmejorable,5,"Hemos pasado unos días estupendo y hemos estado muy a gusto en el hotel. El trato del personal  excelente, la ubicación perfecta, el hotel muy bonito, las habitaciones muy cómodas, lo recomiendo totalmente. Sin duda repetiremos.",Seville_Province_of_Seville_Andalucia,Hotel_Casa_de_Indias_by_Intur,1
1694,Deseando volver,5,"El hotel es muy bonito, la habitación me encantó y la terraza me pareció ideal. El personal de lo más amable y atento y el desayuno un 10 también. La situación está muy bien, céntrica y tienen parking. Si vuelvo a Sevilla repetiré en este hotel seguro.",Seville_Province_of_Seville_Andalucia,Hotel_Gravina51,1
1695,"Emplazamiento perfecto, encantador",4,"Está en la plaza del Campo del príncipe a un paso de todo. Sin embargo, ello conlleva mucho ruido...es Granada. El Hostal es encantador, las habitaciones son pequeñas pero tienen de todo. Está impecable. El precio es estupendo y la atención buena. Gracias Marlene.",Granada_Province_of_Granada_Andalucia,Hostal_La_Ninfa,1
1696,Excelencia en trato e instalaciones,5,"Disfrute de un fin de semana magnífico en este hotel gracias en parte al trato de su personal,Gracias a Rubén por su trato cercano. Cerca del centro y a un paso de la estación de tren,centros comerciales.... Además tienen un gastrobar donde poder disfrutar de una gran gastronomía local en la misma acera.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Zeus_Hotel_Malaga,1
1697,Mi rincón preferido del Mediterráneo.,5,"Con asiduidad voy al hotel La Chancla a comer, sus desayunos mirando al mar con música en vivo de piano o violín me relajan para tener un buen comienzo del día, su comida espectacular, esta vez hemos estado en una balinesa cenando,han cambiado varias cosas de la carta y  no pudimos probarlo todo, recomendar el atún de almadraba que estaba insuperable, sus camareros muy simpáticos y atentos y el precio acorde a la calidad. Volveremos pronto, nunca nos defrauda.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_La_Chancla,1
1698,BONITO HOTEL,5,"El edificio en el que se encuentra el hotel es muy bonito. Queda muy cerca del centro y se disfruta de un muy buen descanso: camas y almohadas muy cómodas. El personal es muy agradable, tanto en recepción como en cafetería.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,ICON_Malabar,1
1699,Muy bueno,4,"Buena localización, excelente atendimento de las personas que trabajan allá y acomodación muy buen y confortable por el precio. Cocina completa y cerca de las habitaciones.  El dasayuno podría ser mejor, falta opiciones de bebeidas y comidas.",Cordoba_Province_of_Cordoba_Andalucia,Cordoba_Bed_and_Be,1
1700,Peace and Tranquility in the Mountains,5,"Beautiful, quiet and relaxing are just 3 words that discribe our stay at Villa Janian.  A perfect double room set in the villas grounds overlooking the peaceful village of Lijar.  The room was spotlessly clean with modern furnishings and a bed that you will not want to get out of. Our host Janet and Ian offered a full cooked breakfast or continental or just jucie and cereral. And guess what you decide when you want it. Perfect for my wife and I who like too lie in when on holiday.  Lijar is a very small village so don't expect shops and restraurants, but we spent 3 great evenings in the local bar/restaurant with some great people and good food. The fridge in the room was already stocked with beer, juice and water. Coffee anf tea in the room also. Ian has a well stocked pool bar that you can axcess any time - just leave your Euros in the tin! So if you want a relaxing break you know where to go.…",Almeria_Province_of_Almeria_Andalucia,Villa_Janian,1
1701,HOTEL EXCELENTE UBICACION,4,Nuestra segunda estancia en este hotel con una excelente ubicación en pleno centro de Sevilla. Muy buena relación precio/calidad. Personal muy amable y servicial. Recomendaría en caso de reforma un buen aislamiento acústico ya que por la noche esta zona está muy concurrida y ruidosa.,Seville_Province_of_Seville_Andalucia,Simon_Hotel,1
1702,Increíble!,5,"Me ha encantado! Bien situado, bien comunicado, limpio, bien decorado... parece de película. El personal muy amable y servicial. Las terrazas son muy bonitas y desde ellas puedes ver todo el casco antiguo. Las vistas valen la pena. En agosto- setiembre voy a volver.  un 10",Cordoba_Province_of_Cordoba_Andalucia,Balcon_de_Cordoba,1
1703,Ubicación inmejorable.,4,"Un hostal muy bien ubicado, la ropa de cama limpia, pasamos un poco de frío y solicitamos en recepción en edredón. Una de las duchas sin mucha presión, aún cuando no había nadie en las otras duchas. El agua sale caliente.",Seville_Province_of_Seville_Andalucia,La_Flamenka_Hostel,1
1704,Casa Rural que te da la Alegría de Vivir,5,"Hemos pasado apenas 24 horas y la experiencia ha sido inolvidable. La casa tiene un encanto especial, desde su entrada hasta donde vive el burro  Platero, cada esquina merece la pena ser vivida tranquilamente.Sin duda, Lola, la dueña desde hace más de 26años,  ha hecho que este sitio reuna cosas simples pero vitales en nuestro día a día.Su cocina es simple y saludable, directamente con los ingredientes recién cortados de su maravilloso Huerto, la decoración es muy artística,colorida y con una clara personalidad. La Piscina es encantadora. El paisaje único. Volveremos para seguir descubriendo este maravilloso lugar. Mis hijos pequeños han disfrutado mucho y la experiencia de estar todos juntos tumbados en las hamacas colgantes mirando las estrellas, sin duda perdurará por siempre…",Almeria_Province_of_Almeria_Andalucia,Casa_Rural_Aloe_Vera,1
1705,Perfecto,4,"Hotel bastante bueno, limpio, y cómodo, prácticame en el centro (cerca del ayuntamiento y el paseo de los Tristes). El personal muy amable. Con nevera en la habitación, quizás la única pega que le pondría es que las toallas son pequeñas y que pedimos habitación con vistas... Y resultó ser a un patio interior",Granada_Province_of_Granada_Andalucia,Marquis_Urban,1
1706,100% recomendable,5,"Un enclave perfecto, cerca de la alhambra y el centeo, anfitriones muy atentos y el apartamento contaba con todo lo necesario para la estancia. Todo muy limpio y nuevo. Nos facilitaron todas las indicaciones para llegar al lugar.",Granada_Province_of_Granada_Andalucia,Apartamento_Realejo,1
1707,Hotel bueno,4,"Hemos pasado unos días en este hotel y ha estado muy bien, hotel amplio, buena piscina y jardines muy bonitos. El servicio muy amable. La habitación amplia y con terraza a los jardines. La comida del comedor muy buena para no tener que coger coche para ir a la ciudad, ya que el hotel está a las afueras.",Jaen_Province_of_Jaen_Andalucia,Hotel_Ho_Ciudad_de_Jaen,1
1708,volveremos,4,"Está situado en el centro , es un hotel con habitaciones cómodas y restaurado , los baños bien , pero un poco antiguos , el personal genial , el desayuno también , la habitación daba a la plaza del Triunfo y estuvimos genial , personal super amable , volveremos",Granada_Province_of_Granada_Andalucia,Exe_Triunfo_Granada,1
1709,Una gran noche en el Albaycin,5,"Un hotel con mucho encanto en pleno  Albaycin , muy muy tranquilo y muy bonito , habitación bastante grande con todo lo necesario y un baño muy completo , el trato del personal espectacular , al llegar al  hotel nos recibió una chica gallega (no recuerdo su nombre ) encantadora , muy atenta y muy amable con nosotros . El desayuno por la mañana es un buffet libre al que no le falta de nada y si quieres además te pueden hacer algo caliente . La experiencia en el hotel ha sido fabulosa , si volvemos a Granada  , que volveremos , reservaremos otra vez sin dudarlo en  este hotel ",Granada_Province_of_Granada_Andalucia,Santa_Isabel_la_Real,1
1710,Una estancia inolvidable,5,"He visitado ya unos cuantos Paradores y la verdad que este es encantador ,no puedo decir que nos trataron mejor en recepción o en el restaurante o el servicio de habitaciones, grandes profesionales cualquiera de ellos .Sigan así y no cambien. Mi enhorabuena y un hasta pronto.",Jaen_Province_of_Jaen_Andalucia,Parador_de_Jaen,1
1711,Confort y hospitalidad en el centro de Málaga,5,"Me he alojado nueve días en este hotel , y ha estado genial, todo amabilidad desde antes de llegar,Alba se esforzó por cumplir con mis deseos y me dio una habitación estupenda, de las llamadas Star, todas son preciosas ,todas distintas y muy marineras , la limpieza un 10, la amabilidad del personal maravillosa, el desayuno calidad precio muy bien también, lo recomiendo, esta en la zona centro cerca de todo. Gracias por todo!",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Casual_del_Mar_Malaga,1
1712,Estancia perfecta,4,"Hostal céntrico,recién reformado limpio y con camas cómodas,la única pega que nos tocó una habitación que daba a un patio interior pero por lo demás todo perfecto. Lo recomendaría para quien quisiera alojarse en pleno centro de Graanada sin lujos a un precio mas que razonable.",Granada_Province_of_Granada_Andalucia,Hostal_Sonia,1
1713,Volvería a repetir,5,"Me ha encantado este alojamiento. He ido con mi pareja un día y hemos acabado enamorados de la habitación. Muy amplia y sobretodo muy limpia, el baño reluciente. No se pasa nada de calor y se está muy bien. La cama comodísima. No tengo nada malo que decir, ademas las personas de recepción bastante amables.",Cordoba_Province_of_Cordoba_Andalucia,Hospederia_Los_Angeles,1
1714,Buen hotel,4,"El hotel está bien situado, las instalaciones están muy cuidadas.  La única pega el sensor de movimiento de la habitación.  La luz se enciende con el movimiento y tarda mucho en apagarse.  Si vas al baño por la noche es molesto y despierta al otro. (Debería haber un interruptor para poder apagarla.  El personal muy amable, En el restaurante Antonio te mima y cuida los detalles, pero hemos estado en régimen de media pensión y el menú para cenar siempre ha sido el mismo.  Creo que se podría variar más a menudo.",Cordoba_Province_of_Cordoba_Andalucia,Eurostars_Palace,1
1715,Espectacular ,5,"Hemos pasado unos días con amigos en este maravilloso lugar, el servicio y la comida excepcional, el trato de Rafael y familia muy cercano y atento. Lo recomiendo a todos, enhorabuena por ese espacio tan cuidado con mucho Amor. Volveremos. Además recomendaciones para conocer el altiplano, el gran olvidado de nuestra provincia. La terraza de noche espectacular!!!!. Gracias por estos días!!!!",Granada_Province_of_Granada_Andalucia,Molino_Candeal_Hotel_Boutique_Apartamentos,1
1716,... confort & design.,5,"... comodidad máxima, en el Hotel por su ambiente y decorado ideal para el descanso... y fuera del Hotel por su ubicación en el mismo centro histórico de la ciudad. He estado un par de noches por trabajo y me quedo con la agradable atención del personal. Lo sugiero a los profesionales, a las familias, a los grupos y turistas... y como no, para una escapada romántica a los pies del Teatro Romano. ¿Que más se puede pedir? Ah, el precio: muy bueno, relación perfecta calidad/precio. ""Bravi ragazzi"".",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Boutique_Teatro_Romano,1
1717,Excelente ubicación y atención,5,"Mi estancia en Homeart Apartments Málaga fue excelente cumpliendo todas mis expectativas, con una ubicación privilegiada y unos apartamentos muy bien decorados y cómodos, con una vista espectacular al Gribralfaro.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Home_Art_Apartments_Malaga,1
1718,Ubicación y diseño ,5,"Muy agradable, en una ubicación estupenda. Apartamento moderno y amplio, en nuestro caso en la planta baja, que ahorra las escaleras y cargar con el equipaje. Dentro, una habitación limpia y espaciosa en cada piso del loft, con muchas comodidades. Por poner un defecto, sólo tiene un baño, completo y con una magnífica ducha, pero un poco pequeño, y las almohadas, duras para mi gusto, problema que se puede corregir fácilmente. Totalmente recomendable. ",Cordoba_Province_of_Cordoba_Andalucia,Loft_Trigo_13,1
1719,Estancia idílica,5,"Hemos estado una 5 dias en este hotel, he visitado muchos muchos hoteles y este, es de ko mejor. Habitación muy grande y cómoda, cama enorme, baño perfecto, desayuno normal, la piscina en la azotea esta muy bien, no es grande pero está bien y es tranquila. Lo mejor de todo es el servicio de 10 qur brindan los empleados, desde las chicas de la limpieza hasta camareros, personal de recepción. Atentos, serviciales y muy amables, han contrubuido a qur mi estancia en granada sea mejor, sin duda si vuelvo a granada volveré aqui.",Granada_Province_of_Granada_Andalucia,Allegro_Granada,1
1720,Estancia agosto 2020,5,"Mi familia y yo (19 de nosotros) venimos a la increíble Casa Pino Solo durante dos semanas en agosto de 2020. Después de estar muy indecisos debido a la situación de COVID - 19, pensamos que al diablo, hagámoslo y estoy muy contento de haberlo hecho. Pasamos las dos semanas más increíbles bajo el sol disfrutando de nuestro tiempo en la villa. La villa tenía todo lo que pudieras desear, desde la piscina hasta la mesa de ping pong (que a veces usábamos como mesa de beer pong), hasta la gran sala de cine equipada con todas las estaciones de televisión y películas que puedas imaginar. Lisa y Nigel son los dueños más encantadores y nada fue demasiado para ellos. Realmente se nota que se enorgullecen de lo que hacen y de su hermosa villa. Nos divertimos mucho y esperamos volver algún…",znajar_Province_of_Cordoba_Andalucia,Casa_Pino_Solo,1
1721,Mucho encanto,4,"Precioso hotel enclavado en la calle Alcazabilla a un paso de cualquier cosa que quieras hacer en el centro histórico de Málaga. A pesar de ello es tranquilo a la hora del sueño. El personal del hotel fabuloso (Bernardo todo un crack), las camas con la dureza correcta dentro de una habitación cómoda y con un baño completo con una magnifica ducha. Son un total de trece habitaciones pero tiene también ocho apartamentos en el edificio de al lado decorados con un gusto exquisito. En el lado negativo (o no tan bueno) el desayuno. Es correcto pero se hace ligeramente escaso porque en mi opinión falta algo caliente (algún tipo de huevo, bacon...) y más variedad en la bollería. Me dijeron que suelen tener mangos y aguacates ecológicos de su propia huerta pero cuando yo fui la cosecha…",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Boutique_Teatro_Romano,1
1722,Céntrico hotel-palacio con mucho encanto,4,"Habitación funcional, buen servicio, excelente ubicación.  Personal amable y eficaz. Nos dieron muy buenas recomendaciones para comer y cenar en la ciudad.   Tiene una pequeña piscina, más bien decorativa porque no cubre más de 40-50cm, pero el espacio es muy agradable para relajarse después de un día de visita en la calurosa ciudad. Toallas de piscina de cortesía.  El desayuno nos pareció un poco flojo. Productos básicos y poca variedad.   No tiene aparcamiento, lo que podría ser un inconveniente si vas en coche, pero hay un parking público muy cerca en el que puedes reservar plaza con antelación (20 Eur:/noche).   Terraza en la azotea, muy chic. Excelente opción para tomar una copa antes o después de cenar.",Cordoba_Province_of_Cordoba_Andalucia,H10_Palacio_Colomera,1
1723,Mejor ubicacion,5,"Nuestra estancia en el Carmen de Ramilla fue fantástica. La ubicación del alojamiento era muy buena, estábamos justo en el corazón del antiguo centro, a poca distancia de la mayoría de los lugares de interés. Hay muchos restaurantes, bares y un ambiente acogedor. Los propietarios hicieron un muy buen trabajo al convertir esta antigua casa en una joya con un bonito jardín y un montón de espacio para pasar el tiempo en la propiedad.",Granada_Province_of_Granada_Andalucia,Carmen_de_Ramilla,1
1724,Muy nuevo a 15 min andando de la catedral,5,"Hotel muy muy nuevo, habitación muy moderna con la cama muy cómoda. Lo único que no nos gustó mucho es que la puerta del lavabo era de cristal y no cerraba muy bien y no daba mucha intimidad. El personal muy simpático y agradable.  A unos 5-10 minutos de la zona de tapeo y  15 de la Giralda.",Seville_Province_of_Seville_Andalucia,Hotel_Macia_Sevilla_Kubb,1
1725,Fenomenal,5,Precioso hotel de lo megorcito que visitamos muy limpio y decoracion super sgradable me gustaria pasar mas noches pero es lo malo de que se acaben las vacaciones jeje lo recomiendo por todo limpieza y trato,Seville_Province_of_Seville_Andalucia,Boutique_Hotel_Casa_del_Poeta,1
1726,Muy bueno !!!,4,"Me alojé en este hotel por una noche para poder visitar sevilla, y la verdad que calidad precio está muy bien y además la ubicación respecto a las cosas que se pueden visitar de sevilla esta bastante cerca yo recomiendo que el que vaya a sevilla se hospede allí porque es un hotel muy bueno y el trato por parte del personal es muy bueno",Seville_Province_of_Seville_Andalucia,Hotel_Madrid_de_Sevilla,1
1727,Buen hotel,4,"Buen hotel al lado de la ciudad, muy tranquilo a pesar de estar cerca de la autovía. Habitaciones grandes y limpias,cómodas y bien equipadas. Por estas fechas el desayuno no se sirve en la cafetería, lo cual puede incomodar un poco, pero el restaurante está abierto para cenar y es una buena opción para no salir del hotel.",Jaen_Province_of_Jaen_Andalucia,Hotel_Ho_Ciudad_de_Jaen,1
1728,Alojamiento espectacular,5,"Es una maravilla alojarse en este hotel tanto por el trato de todo el personal desde recepción hasta el rom service. Las habitaciones amplias , luminosas y muy limpias. además ante cualquier imprevisto siempre saben resolverlo de la mejor manera posible. ",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,NH_Malaga,1
1729,Buen hotel y buena cafetería ,4,El hotel está en una situación interesante para coche o para tren. Muy elegante con cierto tono vintage pero creo que justo. La habitación excelente y el su cafetería restaurante me he llevado una grata sorpresa. Buena carta y tanto si revuelto como su tarta de queso muy sabrosos además de un servicio amable y rápido. Una experiencia por necesidad profesional pero muy grata en lo personal y eso hay que reconocerlo cuando pasa,Jaen_Province_of_Jaen_Andalucia,Hotel_Infanta_Cristina,1
1730,Buena ubicacion y sencillo,4,"Está muy bien ubicado, en el mismo centro de Quesada, al lado del Bar Capri, el mejor sitio para comer/cenar y enfrente de la oficina de turismo, tiene un handicap, y es que no se puede aparcar en la puerta o cerca, hay un parking publico a la entrada del pueblo, a unos 600m, lo que recomiendo bajar las maletas en el apartamento y luego llevar el coche ya que hay muchas cuestas que librar.",Jaen_Province_of_Jaen_Andalucia,Apar_Sierraguadalquivir,1
1731,Muy bien situado,5,"Apartamento muy céntrico, al lado de la catedral, limpio y con todo lo necesario. A 10 minutos andando de la estación de tren. Los anfitriones un diez, nos dieron todo tipo de explicaciones. Sin duda para repetir",Granada_Province_of_Granada_Andalucia,C_V_Apartamentos_Horno_de_Marina,1
1732,¡Usted no será decepcionado!,5,"Nos quedamos encantados con nuestro tiempo en El Amparo y nos volveremos a alojar allí sin dudarlo: muy recomendado. Todo ha sido reflejado con tanta precisión en las otras reseñas, estábamos completamente satisfechos. Jody y Nick son de hecho excelentes anfitriones y Illuminada y el resto del personal los ayudan. Nos gustó la ubicación rural, pero el pueblo y la ciudad no están muy lejos. Disfrutamos mucho estar un poco fuera de la ""ruta establecida"" en un área con mucha historia. Todo se combina para que sea un lugar ""fabuloso"" donde alojarse. Como otros han dicho, ""¡solo vete!"" !",anta_Cruz_del_Comercio_Alhama_de_Granada_Province_of_Granada_Andalucia,El_Amparo,1
1733,Genial estancia,4,"Estuve con mis amigas en estos apartamentos un fin de semana y salimos encantadas.Muy nuevos y limpios,situación ideal en el centro de Granada,para moverse andando.Con aparcamiento propio en el mismo edificio.En recepción muy amables.Sin duda repetiría.",Granada_Province_of_Granada_Andalucia,Apartamentos_Turisticos_Las_Nieves,1
1734,De diez,5,"Nuestra estancia fue excelente, los niños se lo pasaron genial. El personal muy amable, el desayuno buffet de 10, las instalaciones del hotel fabulosas, volveremos sin duda. Sevilla es una ciudad con encanto.",Seville_Province_of_Seville_Andalucia,Melia_Sevilla,1
1735,Lindo y tranquilo,4,"El hostel es limpio y lindo. Tanto las habitaciones,como los espacios comunes, como la terraa son muy lindas. La atención es muy buena. La ubicación está bien.  No es un hostel de fiesta,es más bien tranquilo, y algo criticable es que hay muchas familias con hijos, lo cual lo hace un hostel más familiar que joven.",Seville_Province_of_Seville_Andalucia,The_Nomad_Hostel,1
1736,Genial calidad-precio,5,"Hotel muy bien situado, céntrico pero de fácil acceso en coche, además dispone de parking justo enfrente, por 15€/noche. Se puede ir andando a todos los sitios de interés. La habitación es moderna, limpia, amplia, dispone de nevera y el baño con bañera y secador de pelo. El hotel tiene cafetería en la última planta, con precios razonables y de 7:30 a 00:00 de lunes a sábado, domingos sólo por la mañana; está muy bien y genial el personal. La única pega que se puede poner es que se oye las habitaciones de al lado, y el baño, pero aún así yo volvería sin dudarlo. En relación calidad-precio y por la localización, así como por la cafetería y parking, es una buenísima opción para visitar Granada. ",Granada_Province_of_Granada_Andalucia,Hotel_Universal,1
1737,Escapada de fin de semana,4,"Tras meses esperando por fin podemos alojarnos en málaga. Este hotel me encanta por el trato del personal, lo fácil que es aparcar, aceptan mascotas y sobre todo por la limpieza de las habitaciones y en general del hotel. Muy bien todas las medidas de prevención del COVID. Siempre que puedo me alojo aquí.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Campanile_Malaga,1
1738,Una estancia inmejorable,5,"Nos ha encantado pasar una noche en este hotel tan acogedor y tranquilo. Clayton, Raquel y el equipazo son fantásticos para hacerte sentir bien y mejor que en casa.  La habitación genial, la cama muy cómoda y la cena y el desayuno espectacular de bueno. Sin duda volvería!!",Almeria_Province_of_Almeria_Andalucia,Casona_Granado,1
1739,Hostal muy bueno,5,"Hostal muy bien ,almohadas de látex,mucha limpieza personal inmejorable he leído muchas opiniones y yo diría que son falsas hay gente que busca en un hostal hotel 5 estrellas pues hay hoteles 5 estrellas que ya quisieran .",Cordoba_Province_of_Cordoba_Andalucia,Ronda_Hostal,1
1740,Preciosos apartamentos,5,"Fue un detalle encontrarnos con unas galletitas tipicas de malaga y unas capsulas de cafe , junto con una botella de agua. El apartamento con mucho gusto y todo nuevo.Nos ha encantado.Volveremos sin duda.",Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Suites_Del_Pintor,1
